minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,room_type_n,price
-0.25177466433710766,-0.23178085614980162,-0.6497172297193502,-0.8528619615383436,0.7989486730285253,295
-0.5524713475995131,-0.6734381032832604,-0.6497172297193502,-0.8604466400320488,-1.0504818095246644,70
-0.5524713475995131,-0.7715841582018067,0.4061120699504573,-0.8604466400320488,-1.0504818095246644,58
-0.25177466433710766,2.0991879481656746,-0.6497172297193502,1.1646625177872683,0.7989486730285253,75
0.34961870218770336,-0.13363480123125523,-0.6497172297193502,-0.8604466400320488,-1.0504818095246644,38
2.1537988017621363,-0.6243650758239871,1.9898560194551684,1.1874165532683842,0.7989486730285253,100
0.9510120687125143,-0.7225111307425335,-0.6497172297193502,-0.5343054648027206,0.7989486730285253,260
-0.8531680308619186,1.2894829950876672,-0.6497172297193502,-0.8301079260572276,0.7989486730285253,147
-0.8531680308619186,-0.7715841582018067,-0.6497172297193502,-0.8604466400320488,-1.0504818095246644,34
-0.8531680308619186,-0.7715841582018067,-0.6497172297193502,-0.8604466400320488,-1.0504818095246644,65
2.1537988017621363,-0.4771459934461676,1.9898560194551684,0.27725513402374735,0.7989486730285253,125
2.1537988017621363,-0.7715841582018067,1.9898560194551684,1.7031746908403451,0.7989486730285253,310
-0.8531680308619186,-0.7715841582018067,1.9898560194551684,1.6349125843969974,-1.0504818095246644,50
-0.8531680308619186,-0.5752920483647139,-0.6497172297193502,-0.8604466400320488,-1.0504818095246644,79
2.1537988017621363,-0.7225111307425335,0.4061120699504573,-0.38261189492861447,0.7989486730285253,329
-0.8531680308619186,-0.7715841582018067,0.4061120699504573,0.4289487038978535,-1.0504818095246644,115
-0.25177466433710766,-0.6243650758239871,-0.6497172297193502,-0.8604466400320488,0.7989486730285253,140
-0.25177466433710766,2.0991879481656746,0.4061120699504573,-0.010962648737054352,0.7989486730285253,225
-0.8531680308619186,-0.7715841582018067,1.9898560194551684,1.2708480166991427,-1.0504818095246644,149
-0.5524713475995131,-0.42807296598689437,-0.6497172297193502,0.08005349318740934,-1.0504818095246644,50
2.1537988017621363,-0.7715841582018067,1.9898560194551684,1.900376331676683,-1.0504818095246644,88
-0.5524713475995131,-0.7225111307425335,-0.6497172297193502,-0.8604466400320488,0.7989486730285253,200
2.1537988017621363,-0.5752920483647139,-0.6497172297193502,-0.8604466400320488,0.7989486730285253,160
-0.5524713475995131,1.7311402422211257,-0.6497172297193502,-0.18541025409227643,0.7989486730285253,125
0.04892201892529785,-0.08456177377198205,1.4619413696202648,-0.8604466400320488,-1.0504818095246644,75
-0.5524713475995131,-0.5262190209054408,-0.6497172297193502,-0.4281199658908463,-1.0504818095246644,80
-0.5524713475995131,-0.7225111307425335,-0.6497172297193502,-0.8604466400320488,0.7989486730285253,140
-0.5524713475995131,-0.03548874631270886,-0.6497172297193502,-0.5494748217901312,0.7989486730285253,134
1.853102118499731,-0.7225111307425335,-0.6497172297193502,-0.8604466400320488,-1.0504818095246644,65
2.1537988017621363,-0.42807296598689437,1.9898560194551684,1.6197432274095869,0.7989486730285253,159
-0.5524713475995131,0.013584281146564327,-0.6497172297193502,-0.46604335835937283,0.7989486730285253,300
-0.8531680308619186,-0.7715841582018067,-0.6497172297193502,0.5047954888349065,-1.0504818095246644,95
